Date,Open-Stock-5,Close-Stock-5,High-Stock-5,Low-Stock-5,VWAP-Stock-5,Turnover-Stock-5,Volume-Stock-5,OC5,HL5
2010-06-01,1235.0,1181.7,1238.0,1177.0,1197.29,213845404410000,1786082,53.299999999999955,61.0
2010-06-02,1195.0,1201.15,1206.95,1168.5,1189.87,155564994855000,1307410,-6.150000000000091,38.450000000000045
2010-06-03,1211.0,1242.3,1248.0,1211.0,1231.63,182640434320000,1482919,-31.299999999999955,37.0
2010-06-04,1240.0,1245.45,1258.0,1240.0,1249.72,181767075850000,1454459,-5.4500000000000455,18.0
2010-06-07,1218.6,1214.8,1225.0,1196.0,1209.27,172272511430000,1424594,3.7999999999999545,29.0
2010-06-08,1214.4,1226.2,1242.6,1214.4,1229.32,206710420440000,1681502,-11.799999999999955,28.199999999999818
2010-06-09,1224.9,1239.65,1253.9,1224.9,1242.25,194106246315000,1562542,-14.75,29.0
2010-06-10,1239.65,1248.0,1250.0,1220.25,1233.89,168252891220000,1363598,-8.349999999999909,29.75
2010-06-11,1252.0,1245.8,1260.15,1238.25,1246.02,175140856865000,1405607,6.2000000000000455,21.90000000000009
2010-06-14,1251.0,1256.5,1262.0,1240.25,1252.01,76870632035000,613978,-5.5,21.75
2010-06-15,1244.1,1245.25,1256.5,1230.2,1242.14,82214510390000,661876,-1.150000000000091,26.299999999999955
2010-06-16,1250.0,1220.6,1250.0,1215.1,1224.76,166256246055000,1357457,29.40000000000009,34.90000000000009
2010-06-17,1220.0,1215.0,1223.0,1191.95,1207.35,268668886855000,2225281,5.0,31.049999999999955
2010-06-18,1215.0,1211.5,1227.75,1202.3,1215.17,310378146300000,2554189,3.5,25.450000000000045
2010-06-21,1220.0,1247.3,1252.1,1220.0,1243.16,174747907925000,1405672,-27.299999999999955,32.09999999999991
2010-06-22,1240.1,1235.65,1257.9,1231.25,1245.03,120656014935000,969098,4.449999999999818,26.65000000000009
2010-06-23,1225.3,1249.4,1256.5,1225.3,1244.68,133965465865000,1076305,-24.100000000000136,31.200000000000045
2010-06-24,1240.3,1263.2,1268.5,1240.3,1259.27,231890378255000,1841464,-22.90000000000009,28.200000000000045
2010-06-25,1261.0,1249.1,1277.65,1237.4,1258.37,164539473025000,1307561,11.900000000000091,40.25
2010-06-28,1251.0,1261.95,1266.3,1242.0,1254.32,99920392540000,796613,-10.950000000000045,24.299999999999955
